iter	Logloss
857	0.3396041642
858	0.3394433621
859	0.3393246315
860	0.3392513644
861	0.3391943754
862	0.3391140077
863	0.3390674492
864	0.339012225
865	0.3389942015
866	0.338904513
867	0.3387869857
868	0.3386897272
869	0.3386440862
870	0.3385579569
871	0.3385344548
872	0.3385191399
873	0.3384507392
874	0.3383319609
875	0.3382166631
876	0.3381500619
877	0.3380981803
878	0.3380070038
879	0.3378658142
880	0.3378474863
881	0.3377825687
882	0.3376350446
883	0.3375283301
884	0.3374996315
885	0.3373741282
886	0.3373010853
887	0.3372318025
888	0.3371441608
889	0.3370887334
890	0.3370261166
891	0.3369730163
892	0.336961226
893	0.3368480746
894	0.3368039817
895	0.3366660956
896	0.336606624
897	0.3364865461
898	0.3363837231
899	0.3363507883
900	0.3362865863
901	0.3362030371
902	0.3361947052
903	0.3360963394
904	0.3360792192
905	0.3359818568
906	0.3358969712
907	0.3358228071
908	0.3358054925
909	0.3357460952
910	0.3356037841
911	0.3355527438
912	0.3354354069
913	0.3353435874
914	0.3352346147
915	0.3352003726
916	0.3351248008
917	0.3351000988
918	0.335047851
919	0.3349272341
920	0.3348926358
921	0.3348658822
922	0.3348025071
923	0.3347614579
924	0.3347015536
925	0.3346858262
926	0.3346106001
927	0.3345101517
928	0.3344512108
929	0.3344030281
930	0.3343749347
931	0.3342894022
932	0.3342192753
933	0.3341531125
934	0.3340968906
935	0.3339777412
936	0.3338755863
937	0.3337749429
938	0.3337473108
939	0.3336727321
940	0.3336066535
941	0.3335418759
942	0.3334800523
943	0.3334619816
944	0.3334464459
945	0.3334295864
946	0.3333972112
947	0.3333541034
948	0.33334658
949	0.333328469
950	0.3332591932
951	0.3331449846
952	0.3331139908
953	0.333053299
954	0.3329437791
955	0.33287891
956	0.3328247277
957	0.3327214906
958	0.3326754268
959	0.3326415433
960	0.332525714
961	0.3323997999
962	0.3323834021
963	0.3323360531
964	0.332279027
965	0.3322225891
966	0.3321018561
967	0.3319662795
968	0.3319348286
969	0.3318766146
970	0.3317499922
971	0.3316618785
972	0.3316471658
973	0.3315613776
974	0.3315415845
975	0.3314652668
976	0.3314058546
977	0.3312752487
978	0.3311817696
979	0.3309935551
980	0.3309643212
981	0.3308244214
982	0.3307466174
983	0.3306501632
984	0.3306024936
985	0.3305854383
986	0.3304883984
987	0.3303943288
988	0.3302160637
989	0.3301409261
990	0.330050074
991	0.3299794709
992	0.3299643831
993	0.3298748415
994	0.3298257793
995	0.3297517524
996	0.3297033069
997	0.3296747911
998	0.3296167204
999	0.3295569128
